Year,Make,Model/Grade,Price (JA$),URL
2017,Honda,"Civic 1,5L","JA$2,500,000",https://www.jacars.net/adv/2501795_honda-civic-1-5l-2017/
2022,Honda,"Vezel 2,0L","JA$4,500,000",https://www.jacars.net/adv/2495536_honda-vezel-2-0l-2022/
2019,Honda,"Stepwgn Spada 2,0L","JA$3,800,000",https://www.jacars.net/adv/2491779_honda-stepwgn-spada-2-0l-2019/
2019,Honda,"Insight 1,5L","JA$3,200,000",https://www.jacars.net/adv/2444915_honda-insight-1-5l-2019/
2020,Honda,"Fit 1,5L","JA$2,250,000",https://www.jacars.net/adv/2494471_honda-fit-1-5l-2020/
2020,Honda,"Accord 2,0L","JA$3,700,000",https://www.jacars.net/adv/2501770_honda-accord-2-0l-2020/
2022,Honda,"Fit 1,3L","JA$2,600,000",https://www.jacars.net/adv/2493574_honda-fit-1-3l-2022/
2019,Honda,"Civic 1,4L","JA$3,600,000",https://www.jacars.net/adv/2493583_honda-civic-1-4l-2019/
2018,Honda,"Grace 1,5L",Negotiable,https://www.jacars.net/adv/2501754_honda-grace-1-5l-2018/
2015,Honda,"Accord 2,0L","JA$2,470,000",https://www.jacars.net/adv/2491162_honda-accord-2-0l-2015/
2020,Honda,"Fit 1,3L","JA$2,150,000",https://www.jacars.net/adv/2492421_honda-fit-1-3l-2020/
2018,Honda,"CR-V 2,0L","JA$3,400,000",https://www.jacars.net/adv/2501739_honda-cr-v-4-1l-2018/
2019,Honda,"Grace 1,5L","JA$2,290,000",https://www.jacars.net/adv/2463281_honda-grace-1-5l-2019/
2019,Honda,"Vezel 1,5L","JA$3,490,000",https://www.jacars.net/adv/2463743_honda-vezel-1-5l-2019/
2020,Honda,"CR-V 2,0L","JA$4,990,000",https://www.jacars.net/adv/2501727_honda-cr-v-2-0l-2020/
2019,Honda,"Vezel 1,5L","JA$2,990,000",https://www.jacars.net/adv/2501725_honda-vezel-1-5l-2019/
2021,Honda,"CR-V 2,0L","JA$5,790,000",https://www.jacars.net/adv/2501007_honda-cr-v-2-0l-2021/
2003,Honda,"Civic 1,5L","JA$750,000",https://www.jacars.net/adv/2501719_honda-civic-1-5l-2003/
2018,Honda,"CR-V 1,5L","JA$4,500,000",https://www.jacars.net/adv/2501713_honda-cr-v-1-5l-2018/
2020,Honda,"Vezel RS 1,5L","JA$3,890,000",https://www.jacars.net/adv/2497578_honda-vezel-rs-1-5l-2020/
2020,Honda,"Fit 1,5L","JA$2,400,000",https://www.jacars.net/adv/2501712_honda-fit-1-5l-2020/
2021,Honda,"Vezel 1,5L","JA$4,800,000",https://www.jacars.net/adv/2501704_honda-vezel-1-5l-2021/
2020,Honda,"Civic 2,0L","JA$3,300,000",https://www.jacars.net/adv/2501703_honda-civic-2-0l-2020/
2017,Honda,"Accord 2,0L","JA$2,900,000",https://www.jacars.net/adv/2501700_honda-accord-2-0l-2017/
2019,Honda,"Civic 1,5L","JA$2,950,000",https://www.jacars.net/adv/2481275_honda-civic-1-5l-2019/
2021,Honda,"Fit 1,3L","JA$2,450,000",https://www.jacars.net/adv/2501679_honda-fit-1-3l-2021/
2016,Honda,"Civic 1,5L","JA$1,800,000",https://www.jacars.net/adv/2499764_honda-civic-1-5l-2016/
2022,Honda,"Vezel 1,5L","JA$5,200,000",https://www.jacars.net/adv/2501671_honda-vezel-1-5l-2022/
2019,Honda,"CR-V 2,0L","JA$5,250,000",https://www.jacars.net/adv/2471899_honda-cr-v-2-0l-2019/
2021,Honda,"Fit 1,3L","JA$2,499,999",https://www.jacars.net/adv/2468036_honda-fit-1-3l-2021/
2006,Honda,"Fit 1,5L","JA$550,000",https://www.jacars.net/adv/2501663_honda-fit-1-5l-2006/
2017,Honda,"Vezel 1,5L","JA$2,950,000",https://www.jacars.net/adv/2501661_honda-vezel-1-5l-2017/
2018,Honda,"Grace 1,5L","JA$2,350,000",https://www.jacars.net/adv/2501654_honda-grace-1-5l-2018/
2017,Honda,"Stepwgn Spada 1,8L","JA$2,950,000",https://www.jacars.net/adv/2498868_honda-stepwgn-spada-1-8l-2017/
2013,Honda,"CR-V 2,0L","JA$2,395,000",https://www.jacars.net/adv/2501646_honda-cr-v-2-0l-2013/
2020,Honda,"Shuttle 1,5L","JA$2,100,000",https://www.jacars.net/adv/2501642_honda-shuttle-1-5l-2020/
2020,Honda,"Fit 1,3L","JA$2,380,000",https://www.jacars.net/adv/2501636_honda-fit-1-3l-2020/
2020,Honda,"Fit 1,3L","JA$2,380,000",https://www.jacars.net/adv/2501632_honda-fit-1-3l-2020/
2020,Honda,"Grace 1,5L","JA$2,700,000",https://www.jacars.net/adv/2501629_honda-grace-1-5l-2020/
2024,Honda,"HR-V 1,5L","JA$5,450,000",https://www.jacars.net/adv/2491486_honda-hr-v-1-5l-2024/
2020,Honda,"Shuttle 1,5L","JA$2,400,000",https://www.jacars.net/adv/2501626_honda-shuttle-1-5l-2020/
2018,Honda,"Fit 1,5L","JA$1,780,000",https://www.jacars.net/adv/2501623_honda-fit-1-5l-2018/
2015,Honda,"CR-V 2,4L","JA$2,700,000",https://www.jacars.net/adv/2448773_honda-cr-v-2-4l-2015/
2015,Honda,"Stepwgn 2,0L","JA$2,180,000",https://www.jacars.net/adv/2500964_honda-stepwgn-2-0l-2015/
2013,Honda,"Stepwgn Spada 2,0L","JA$2,160,000",https://www.jacars.net/adv/2499245_honda-stepwgn-spada-2-0l-2013/
2023,Honda,"Accord 1,5L","JA$5,990,000",https://www.jacars.net/adv/2501568_honda-accord-1-5l-2023/
2014,Honda,"Stepwgn Spada 2,0L","JA$2,420,000",https://www.jacars.net/adv/2501565_honda-stepwgn-spada-2-0l-2014/
2015,Honda,"Vezel 1,5L","JA$2,400,000",https://www.jacars.net/adv/2500702_honda-vezel-1-5l-2015/
2017,Honda,"Actv 0,6L","JA$1,300,000",https://www.jacars.net/adv/2377003_honda-actv-0-6l-2017/
2020,Honda,"Vezel 1,5L","JA$3,700,000",https://www.jacars.net/adv/2497532_honda-vezel-1-5l-2020/
2020,Honda,"Fit 1,3L","JA$2,400,000",https://www.jacars.net/adv/2497540_honda-fit-1-5l-2020/
2020,Honda,"Fit 1,3L","JA$2,420,000",https://www.jacars.net/adv/2497538_honda-fit-1-3l-2020/
2018,Honda,"Grace 1,5L","JA$2,100,000",https://www.jacars.net/adv/2501557_honda-grace-1-5l-2018/
2013,Honda,"Civic 1,8L","JA$1,250,000",https://www.jacars.net/adv/2501555_honda-civic-1-8l-2013/
2018,Honda,"Shuttle 1,5L","JA$2,000,000",https://www.jacars.net/adv/2501554_honda-shuttle-1-5l-2018/
2012,Honda,"CR-V 2,0L","JA$2,260,000",https://www.jacars.net/adv/2492889_honda-cr-v-2-0l-2012/
2020,Honda,"Fit 1,5L","JA$2,190,000",https://www.jacars.net/adv/2491893_honda-fit-1-5l-2020/
2018,Honda,"Civic 1,5L","JA$2,555,000",https://www.jacars.net/adv/2496131_honda-civic-1-5l-2018/
2023,Honda,"Fit RS 1,5L","JA$3,900,000",https://www.jacars.net/adv/2491604_honda-fit-rs-1-5l-2023/
2021,Honda,"Shuttle 1,5L","JA$2,450,000",https://www.jacars.net/adv/2430901_honda-shuttle-1-5l-2018/
2007,Honda,"Stream 1,8L","JA$790,000",https://www.jacars.net/adv/2501533_honda-stream-1-5l-2007/
2019,Honda,"Fit 1,5L","JA$2,350,000",https://www.jacars.net/adv/2501522_honda-fit-1-5l-2019/
2016,Honda,"Grace 1,5L","JA$2,000,000",https://www.jacars.net/adv/2501521_honda-grace-1-5l-2016/
2020,Honda,"Vezel 1,5L",Call for price,https://www.jacars.net/adv/2493021_honda-vezel-1-5l-2020/
2019,Honda,"Grace 1,5L",Call for price,https://www.jacars.net/adv/2493388_honda-grace-1-5l-2019/
2010,Honda,"Stream 1,2L","JA$1,250,000",https://www.jacars.net/adv/2501514_honda-stream-1-2l-2010/
2018,Honda,"Grace 1,5L","JA$2,149,000",https://www.jacars.net/adv/2450062_honda-grace-1-5l-2018/
2014,Honda,"Fit 1,5L","JA$1,190,000",https://www.jacars.net/adv/2494713_honda-fit-1-5l-2014/
2021,Honda,"Civic 1,5L","JA$3,300,000",https://www.jacars.net/adv/2501499_honda-civic-1-5l-2021/
2019,Honda,"Fit 1,3L","JA$1,890,000",https://www.jacars.net/adv/2491745_honda-fit-1-3l-2019/
2017,Honda,"Vezel RS 1,5L","JA$2,990,000",https://www.jacars.net/adv/2501495_honda-vezel-rs-1-5l-2017/
2023,Honda,"Vezel 1,5L","JA$5,500,000",https://www.jacars.net/adv/2501488_honda-vezel-1-5l-2023/
2007,Honda,"Civic 1,8L","JA$890,000",https://www.jacars.net/adv/2501477_honda-civic-1-8l-2007/
2008,Honda,"Stream 1,8L",Negotiable,https://www.jacars.net/adv/2501468_honda-stream-1-8l-2008/
2022,Honda,"Civic 2,0L","JA$5,800,000",https://www.jacars.net/adv/2456689_honda-civic-2-0l-2022/
2020,Honda,"Fit 1,5L","JA$2,450,000",https://www.jacars.net/adv/2501439_honda-fit-1-5l-2020/
2020,Honda,"Vezel RS 1,5L","JA$4,200,000",https://www.jacars.net/adv/2501435_honda-vezel-rs-1-5l-2020/
2020,Honda,"Vezel 1,5L","JA$3,850,000",https://www.jacars.net/adv/2501434_honda-vezel-1-5l-2020/
2019,Honda,"CR-V 1,5L",Call for price,https://www.jacars.net/adv/2501432_honda-cr-v-1-5l-2019/
2020,Honda,"Vezel RS 1,5L","JA$3,790,000",https://www.jacars.net/adv/2501431_honda-vezel-rs-1-5l-2020/
2020,Honda,"Grace 1,5L",Call for price,https://www.jacars.net/adv/2501429_honda-grace-1-5l-2020/
2012,Honda,"Fit 1,3L","JA$1,120,000",https://www.jacars.net/adv/2501426_honda-fit-1-3l-2012/
2019,Honda,"Vezel 2,0L","JA$3,480,000",https://www.jacars.net/adv/2501421_honda-vezel-2-0l-2019/
2021,Honda,"CR-V 1,5L","JA$6,300,000",https://www.jacars.net/adv/2501419_honda-cr-v-1-5l-2021/
2017,Honda,"Civic 1,5L","JA$2,100,000",https://www.jacars.net/adv/2497993_honda-civic-1-5l-2017/
2022,Honda,"Vezel 1,5L","JA$4,899,999",https://www.jacars.net/adv/2475944_honda-vezel-1-5l-2022/
2020,Honda,"Vezel 1,5L","JA$3,750,000",https://www.jacars.net/adv/2452779_honda-vezel-1-5l-2020/
2022,Honda,"Vezel 1,5L","JA$5,299,999",https://www.jacars.net/adv/2466653_honda-vezel-1-5l-2022/
2019,Honda,"Stepwgn 2,0L","JA$3,799,999",https://www.jacars.net/adv/2490837_honda-stepwgn-2-0l-2019/
2019,Honda,"Fit 1,3L","JA$2,100,000",https://www.jacars.net/adv/2501366_honda-fit-1-3l-2019/
2016,Honda,"Vezel 1,6L","JA$2,450,000",https://www.jacars.net/adv/2496541_honda-vezel-1-6l-2016/
2007,Honda,"Civic 1,8L","JA$880,000",https://www.jacars.net/adv/2501354_honda-civic-1-8l-2007/
2014,Honda,"Fit 1,5L","JA$1,350,000",https://www.jacars.net/adv/2501334_honda-fit-1-5l-2014/
2018,Honda,"Accord 2,0L","JA$2,800,000",https://www.jacars.net/adv/2483649_honda-accord-2-0l-2018/
2023,Honda,"Vezel 1,5L","JA$5,250,000",https://www.jacars.net/adv/2497110_honda-vezel-1-5l-2023/
2020,Honda,"Shuttle 1,5L","JA$2,200,000",https://www.jacars.net/adv/2494519_honda-shuttle-1-5l-2020/
2013,Honda,"Fit 1,3L",Call for price,https://www.jacars.net/adv/2501317_honda-fit-1-3l-2013/
2014,Honda,"Accord 2,0L","JA$2,000,000",https://www.jacars.net/adv/2501312_honda-accord-2-0l-2014/
2020,Honda,"Vezel RS 1,5L","JA$3,890,000",https://www.jacars.net/adv/2501291_honda-vezel-rs-1-5l-2020/
2020,Honda,"Civic 1,6L","JA$3,490,000",https://www.jacars.net/adv/2501282_honda-civic-1-6l-2020/
2017,Honda,"Fit RS 1,5L","JA$1,800,000",https://www.jacars.net/adv/2501275_honda-fit-rs-1-3l-2017/
2012,Honda,"Stepwgn 2,0L","JA$1,880,000",https://www.jacars.net/adv/2494140_honda-stepwgn-2-0l-2012/
2013,Honda,"Stepwgn Spada 2,0L","JA$2,200,000",https://www.jacars.net/adv/2496960_honda-stepwgn-spada-2-0l-2013/
2011,Honda,"CR-V 2,0L","JA$1,780,000",https://www.jacars.net/adv/2495621_honda-cr-v-2-0l-2011/
2021,Honda,"Fit 1,3L",Call for price,https://www.jacars.net/adv/2435351_honda-fit-1-3l-2021/
2019,Honda,"Fit 1,3L",Call for price,https://www.jacars.net/adv/2402545_honda-fit-1-3l-2019/
2018,Honda,"Grace 1,5L",Call for price,https://www.jacars.net/adv/2435104_honda-grace-1-5l-2018/
2017,Honda,"CR-V 2,2L","JA$3,400,000",https://www.jacars.net/adv/2501253_honda-cr-v-2-2l-2017/
2013,Honda,"Stepwgn Spada 2,0L","JA$1,800,000",https://www.jacars.net/adv/2501250_honda-stepwgn-spada-2-0l-2013/
2018,Honda,"Fit 1,5L","JA$2,300,000",https://www.jacars.net/adv/2501248_honda-fit-1-5l-2018/
2018,Honda,"Fit 1,5L","JA$2,300,000",https://www.jacars.net/adv/2501242_honda-fit-1-5l-2018/
2014,Honda,"Stepwgn Spada 2,0L","JA$1,980,000",https://www.jacars.net/adv/2501241_honda-stepwgn-spada-2-0l-2014/
2018,Honda,"Fit 1,5L","JA$1,600,000",https://www.jacars.net/adv/2492687_honda-fit-1-5l-2018/
2018,Honda,"Shuttle 1,5L","JA$1,900,000",https://www.jacars.net/adv/2501222_honda-shuttle-1-5l-2018/
2015,Honda,"Odyssey 2,4L","JA$2,480,000",https://www.jacars.net/adv/2501214_honda-odyssey-2-4l-2015/
2015,Honda,"Fit 1,3L","JA$1,400,000",https://www.jacars.net/adv/2490238_honda-fit-1-3l-2015/
2010,Honda,"Fit 1,5L","JA$1,100,000",https://www.jacars.net/adv/2493063_honda-fit-1-5l-2010/
2020,Honda,"Grace 1,5L","Swap, Negotiable",https://www.jacars.net/adv/2471376_honda-grace-1-5l-2020/
2022,Honda,"Accord 1,5L","JA$5,500,000",https://www.jacars.net/adv/2470631_honda-accord-1-5l-2022/
2018,Honda,"Civic 2,0L","JA$1,950,000",https://www.jacars.net/adv/2501175_honda-civic-2-0l-2018/
2017,Honda,"Fit 1,3L","JA$1,900,000",https://www.jacars.net/adv/2501174_honda-fit-1-3l-2017/
2013,Honda,"Civic 1,3L","JA$1,350,000",https://www.jacars.net/adv/2499210_honda-civic-1-3l-2013/
2018,Honda,"Fit 1,3L","JA$1,950,000",https://www.jacars.net/adv/2501161_honda-fit-1-3l-2018/
2015,Honda,"HR-V 2,0L","JA$2,380,000",https://www.jacars.net/adv/2491250_honda-hr-v-2-0l-2015/
2020,Honda,"Fit 1,3L","JA$2,100,000",https://www.jacars.net/adv/2484369_honda-fit-1-3l-2020/
2012,Honda,"Stream 2,0L","JA$1,230,000",https://www.jacars.net/adv/2501150_honda-stream-2-0l-2012/
2016,Honda,"Vezel 1,5L","JA$2,650,000",https://www.jacars.net/adv/2501149_excellent-conditions-serious-inquiries-only/
2017,Honda,"Fit 1,3L",Call for price,https://www.jacars.net/adv/2490299_honda-fit-1-3l-2017/
2018,Honda,"Actv 0,7L",Call for price,https://www.jacars.net/adv/2454225_honda-actv-0-7l-2018/
2015,Honda,"Fit 1,5L","JA$1,595,000",https://www.jacars.net/adv/2501132_honda-fit-1-5l-2015/
2022,Honda,"Vezel 1,5L","JA$4,699,000",https://www.jacars.net/adv/2467325_honda-vezel-1-5l-2022/
2020,Honda,"Vezel RS 1,5L","JA$3,650,000",https://www.jacars.net/adv/2501125_honda-vezel-rs-1-5l-2020/
2017,Honda,"Accord 2,0L","JA$2,950,000",https://www.jacars.net/adv/2491908_honda-accord-2-0l-2017/
2017,Honda,"Accord 2,4L","JA$2,600,000",https://www.jacars.net/adv/2501109_honda-accord-2-4l-2017/
2014,Honda,"Stepwgn Spada 2,0L","JA$2,400,000",https://www.jacars.net/adv/2501076_2014-honda-step-wagon/
2017,Honda,"CR-V 2,4L","JA$2,400,000",https://www.jacars.net/adv/2501093_honda-cr-v-2-4l-2017/
2015,Honda,"Civic 1,8L","JA$1,200,000",https://www.jacars.net/adv/2501087_honda-civic-1-8l-2015/
2016,Honda,"Grace 1,5L","JA$1,750,000",https://www.jacars.net/adv/2501079_honda-grace-1-5l-2017/
2022,Honda,"HR-V 1,5L","JA$5,300,000",https://www.jacars.net/adv/2491293_honda-hr-v-1-5l-2022/
2020,Honda,"Shuttle 1,5L","JA$2,150,000",https://www.jacars.net/adv/2491727_honda-shuttle-1-5l-2020/
2020,Honda,"Grace 1,5L","JA$2,490,000",https://www.jacars.net/adv/2495960_honda-grace-1-5l-2020/
2020,Honda,"Vezel 1,5L","JA$3,590,000",https://www.jacars.net/adv/2495969_honda-vezel-1-5l-2020/
2013,Honda,"Fit 1,8L","JA$1,100,000",https://www.jacars.net/adv/2457550_honda-fit-1-8l-2013/
2018,Honda,"CR-V 2,4L","JA$4,300,000",https://www.jacars.net/adv/2471256_honda-cr-v-2-4l-2018/
2013,Honda,"CR-V 2,0L","JA$2,350,000",https://www.jacars.net/adv/2496973_honda-cr-v-2-0l-2013/
2018,Honda,"Shuttle 1,5L","JA$1,730,000",https://www.jacars.net/adv/2501069_honda-shuttle-1-5l-2018/
2015,Honda,"Grace 1,5L","JA$1,950,000",https://www.jacars.net/adv/2500980_honda-grace-1-5l-2015/
2021,Honda,"Vezel 1,5L",Call for price,https://www.jacars.net/adv/2501057_honda-vezel-1-5l-2021/
2015,Honda,"Vezel 1,5L","JA$2,350,000",https://www.jacars.net/adv/2501041_honda-vezel-1-5l-2015/
2020,Honda,"Civic 2,0L","JA$3,299,000",https://www.jacars.net/adv/2494809_honda-civic-2-0l-2020/
2017,Honda,"Fit 1,4L","JA$1,550,000",https://www.jacars.net/adv/2501030_honda-fit-1-4l-2017/
2020,Honda,"Accord 2,5L",Call for price,https://www.jacars.net/adv/2496701_honda-accord-2-5l-2020/
2015,Honda,"Vezel 1,5L","JA$2,700,000",https://www.jacars.net/adv/2496723_honda-vezel/
2016,Honda,"Vezel 1,5L","JA$2,550,000",https://www.jacars.net/adv/2501003_honda-vezel-1-5l-2016/
2015,Honda,"Fit 1,5L","JA$1,690,000",https://www.jacars.net/adv/2500996_honda-fit-1-5l-2015/
2016,Honda,"Vezel 1,6L","JA$2,495,000",https://www.jacars.net/adv/2501002_honda-vezel-1-6l-2016/
2007,Honda,"CR-V 2,0L","JA$1,250,000",https://www.jacars.net/adv/2498002_honda-cr-v-2-0l-2007/
2016,Honda,"Vezel 1,5L","JA$2,300,000",https://www.jacars.net/adv/2492125_honda-vezel-1-5l-2016/
2016,Honda,"Stepwgn 2,0L","JA$3,100,000",https://www.jacars.net/adv/2486304_honda-stepwgn-2-0l-2016/
2012,Honda,"Fit 1,5L",Call for price,https://www.jacars.net/adv/2500991_honda-fit-1-5l-2012/
2020,Honda,"Vezel 2,0L","JA$3,550,000",https://www.jacars.net/adv/2498205_honda-vezel-2-0l-2020/
2011,Honda,"Civic 1,8L",Negotiable,https://www.jacars.net/adv/2500985_honda-civic-1-8l-2011/
2012,Honda,"CR-V 2,4L","JA$1,950,000",https://www.jacars.net/adv/2500978_honda-cr-v-2-4l-2012/
2007,Honda,"Fit 1,4L",Call for price,https://www.jacars.net/adv/2500976_honda-fit-1-4l-2007/
2017,Honda,"CR-V 2,0L","JA$3,100,000",https://www.jacars.net/adv/2498910_honda-cr-v-2-0l-2017/
2021,Honda,"Fit 1,3L","JA$2,250,000",https://www.jacars.net/adv/2485171_honda-fit-1-3l-2021/
2011,Honda,"Stepwgn Spada 2,0L","JA$1,550,000",https://www.jacars.net/adv/2500952_honda-stepwgn-spada-2-0l-2011/
2004,Honda,"Accord 1,8L","JA$890,000",https://www.jacars.net/adv/2500951_honda-accord-1-8l-2004/
2019,Honda,"Fit Shuttle 1,5L","JA$2,180,000",https://www.jacars.net/adv/2500949_honda-fit-shuttle-1-5l-2019/
2022,Honda,"Civic 2,0L","JA$4,180,000",https://www.jacars.net/adv/2500947_honda-civic-2-0l-2022/
2021,Honda,"CR-V 1,5L","JA$5,100,000",https://www.jacars.net/adv/2500941_honda-cr-v-1-5l-2021/
2014,Honda,"Stepwgn Spada 2,0L",Call for price,https://www.jacars.net/adv/2499911_honda-stepwgn-spada-2-0l-2014/
2015,Honda,"Accord 2,0L",Call for price,https://www.jacars.net/adv/2493074_honda-accord-2-0l-2015/
2020,Honda,"Shuttle 1,5L","JA$2,200,000",https://www.jacars.net/adv/2488672_honda-shuttle-1-5l-2020/
2020,Honda,"Shuttle 1,5L",Call for price,https://www.jacars.net/adv/2500917_honda-shuttle-1-5l-2020/
2017,Honda,"Odyssey 2,4L",Call for price,https://www.jacars.net/adv/2500915_honda-odyssey-2-4l-2017/
2015,Honda,"Stepwgn Spada 2,0L","JA$2,650,000",https://www.jacars.net/adv/2487520_honda-stepwgn-spada-2-0l-2015/
2015,Honda,"Grace 1,5L","JA$1,950,000",https://www.jacars.net/adv/2500907_honda-grace-1-5l-2015/
2022,Honda,"CR-V 1,5L","JA$5,000,000",https://www.jacars.net/adv/2491744_honda-cr-v-1-5l-2022/
2019,Honda,"Civic 2,0L","JA$2,900,000",https://www.jacars.net/adv/2500885_honda-civic-2-0l-2019/
2020,Honda,"Civic 2,0L","JA$3,250,000",https://www.jacars.net/adv/2477771_honda-civic-2-0l-2020/
2019,Honda,"Fit 1,5L","JA$2,100,000",https://www.jacars.net/adv/2500869_honda-fit-1-5l-2019/
2019,Honda,"CR-V 1,5L","JA$4,550,000",https://www.jacars.net/adv/2500868_honda-cr-v-1-5l-2019/
2020,Honda,"Grace 1,5L",Call for price,https://www.jacars.net/adv/2500861_honda-grace-1-5l-2020/
2024,Honda,"Vezel 1,5L","JA$5,650,000",https://www.jacars.net/adv/2474427_honda-vezel-1-5l-2024/
2013,Honda,"Fit 1,4L","JA$920,000",https://www.jacars.net/adv/2500858_honda-fit-1-4l-2014/
2020,Honda,"Vezel 1,5L","JA$3,450,000",https://www.jacars.net/adv/2492193_honda-vezel-1-5l-2020/
2013,Honda,"CR-V 2,5L","JA$2,450,000",https://www.jacars.net/adv/2496862_honda-cr-v-2-5l-2013/
2024,Honda,"Vezel 1,5L","JA$5,700,000",https://www.jacars.net/adv/2487747_honda-vezel-1-5l-2024/
2020,Honda,"Shuttle 1,5L",Call for price,https://www.jacars.net/adv/2500855_honda-shuttle-1-5l-2020/
2013,Honda,"CR-V 2,4L","JA$2,700,000",https://www.jacars.net/adv/2488579_honda-cr-v-2-4l-2013/
2017,Honda,"Fit 1,5L","JA$1,550,000",https://www.jacars.net/adv/2500853_honda-fit-1-5l-2017/
2021,Honda,"Fit 1,3L","JA$2,300,000",https://www.jacars.net/adv/2462244_honda-fit-1-3l-2021/
2019,Honda,"Vezel 1,5L","JA$3,250,000",https://www.jacars.net/adv/2483024_honda-vezel-1-5l-2019/
2019,Honda,"Vezel 1,5L",Negotiable,https://www.jacars.net/adv/2452667_honda-vezel-1-5l-2019/
2019,Honda,"CR-V 2,0L","JA$4,650,000",https://www.jacars.net/adv/2476511_honda-cr-v-2-0l-2019/
2018,Honda,"Civic 1,5L",Call for price,https://www.jacars.net/adv/2500823_honda-civic-1-5l-2018/
2017,Honda,"Fit RS 1,5L","JA$1,980,000",https://www.jacars.net/adv/2418647_honda-fit-rs-1-5l-2017/
2020,Honda,"Fit 1,3L","JA$2,100,000",https://www.jacars.net/adv/2496687_honda-fit-1-3l-2020/
2012,Honda,"CR-V 2,0L","JA$2,270,000",https://www.jacars.net/adv/2496904_honda-cr-v-2-0l-2012/
2019,Honda,"Shuttle 1,5L",Call for price,https://www.jacars.net/adv/2492625_honda-shuttle-1-5l-2019/
2020,Honda,"Fit Shuttle 1,5L","JA$2,147,000",https://www.jacars.net/adv/2500813_honda-fit-shuttle-1-5l-2020/
2021,Honda,"Fit 1,3L","JA$2,430,000",https://www.jacars.net/adv/2500812_honda-fit-1-3l-2021/
2015,Honda,"Accord 2,1L",Negotiable,https://www.jacars.net/adv/2500809_honda-accord-2-1l-2015/
2019,Honda,"Grace 1,5L","JA$2,600,000",https://www.jacars.net/adv/2500806_honda-grace-1-5l-2019/
2024,Honda,"Civic 2,0L","JA$4,490,000",https://www.jacars.net/adv/2496936_honda-civic-2-0l-2024/
2015,Honda,"Fit 1,5L","JA$1,280,000",https://www.jacars.net/adv/2493120_honda-fit-1-5l-2015/
2012,Honda,"Accord 2,4L","JA$1,680,000",https://www.jacars.net/adv/2487388_honda-accord-2-4l-2012/
2015,Honda,"Fit 1,5L","JA$1,490,000",https://www.jacars.net/adv/2500802_honda-fit-1-5l-2013/
2017,Honda,"Civic 2,0L","JA$2,550,000",https://www.jacars.net/adv/2487347_honda-civic-2-0l-2017/
2016,Honda,"CR-V 2,4L","JA$2,750,000",https://www.jacars.net/adv/2493124_honda-cr-v-2-4l-2016/
2021,Honda,"Fit 1,5L","JA$2,499,000",https://www.jacars.net/adv/2482045_honda-fit-1-5l-2021/
2020,Honda,"Fit 1,5L","JA$2,699,000",https://www.jacars.net/adv/2463171_honda-fit-1-5l-2020/
2019,Honda,"HR-V 1,8L","JA$3,000,000",https://www.jacars.net/adv/2500794_honda-hr-v-1-8l-2019/
2014,Honda,"Fit Shuttle 1,3L","JA$1,280,000",https://www.jacars.net/adv/2480655_honda-fit-shuttle-1-3l-2014/
2006,Honda,"Civic 1,8L","JA$750,000",https://www.jacars.net/adv/2490892_honda-civic-1-8l-2006/
2021,Honda,"CR-V 2,0L","JA$5,750,000",https://www.jacars.net/adv/2493746_honda-cr-v-2-0l-2021/
2019,Honda,"Vezel 1,5L","JA$3,180,000",https://www.jacars.net/adv/2496893_honda-vezel-1-5l-2019/
2015,Honda,"Grace 1,5L","JA$1,950,000",https://www.jacars.net/adv/2500781_honda-grace-1-5l-2015/
2009,Honda,"Stream 1,8L","JA$1,250,000",https://www.jacars.net/adv/2500778_honda-stream-1-5l-2009/
2020,Honda,"CR-V 2,0L",Call for price,https://www.jacars.net/adv/2500777_honda-cr-v-2-0l-2020/
2014,Honda,"CR-V 2,0L","JA$2,550,000",https://www.jacars.net/adv/2500766_honda-cr-v-2-0l-2014/
2020,Honda,"Vezel 1,5L","JA$3,649,000",https://www.jacars.net/adv/2481322_honda-vezel-1-5l-2020/
2018,Honda,"Fit 1,5L","JA$2,000,000",https://www.jacars.net/adv/2500729_honda-fit-1-5l-2018/
2015,Honda,"Grace 1,5L","JA$1,880,000",https://www.jacars.net/adv/2500728_honda-grace-1-5l-2015/
2015,Honda,"Grace 1,5L","JA$1,880,000",https://www.jacars.net/adv/2500726_honda-grace-1-5l-2015/
2020,Honda,"Accord 2,0L","JA$4,399,000",https://www.jacars.net/adv/2500052_honda-accord-2-0l-2020/
2015,Honda,"HR-V 1,5L","JA$2,750,000",https://www.jacars.net/adv/2500720_honda-hr-v-1-5l-2015/
2018,Honda,"Vezel RS 1,5L","JA$2,700,000",https://www.jacars.net/adv/2500706_honda-vezel-rs-1-5l-2018/
2020,Honda,"Fit 1,5L","JA$2,300,000",https://www.jacars.net/adv/2500704_honda-fit-1-5l-2020/
2016,Honda,"Civic 1,5L","JA$2,500,000",https://www.jacars.net/adv/2500698_honda-civic-2-5l-2016/
2019,Honda,"Vezel 1,5L","JA$2,995,000",https://www.jacars.net/adv/2500697_honda-vezel-1-5l-2019/
2017,Honda,"Fit Shuttle 1,5L","JA$1,750,000",https://www.jacars.net/adv/2500696_honda-fit-shuttle-1-5l-2017/
2020,Honda,"Shuttle 1,5L","JA$2,200,000",https://www.jacars.net/adv/2443843_honda-shuttle-1-5l-2020/
